Año,Dia,Estado,Fecha,Fecha de corte,Mes,Motivo,Número de registros (agrupación),Orden de trabajo generada,Responsable,Situación reportada,Tipo de servicio,Demora en respuesta,Latitud,Longitud,Número,Número de registros
2021,lunes,En proceso de resolución de revisión,01/02/2021 10:28,16/02/2021 10:28,febrero,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.886.002,-6.032.233,10390,
2021,lunes,Finalizado,01/02/2021 11:02,01/02/2021 11:03,febrero,En estado o inclinación peligrosa: árboles,1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: árboles,Higiene y control urbano - Defensa Civil,0,-36.908.955,-60.288.757,10391,
2021,lunes,En proceso de resolución de revisión,01/02/2021 12:26,08/02/2021 12:26,febrero,Obras públicas,1,NO,ANDREA LESCANO,Hidráulica: limpieza de boca de tormenta,Obras públicas - Dir. de Hidráulica,7,-36.901.375,-60.306.618,10392,
2021,lunes,Cancelado,01/02/2021 15:13,01/02/2021 21:10,febrero,Otra situación no contemplada,1,NO,MODERADORES,Sugerencia o propuesta,Otros servicios no contemplados,0,-36.915.684,-60.365.673,10393,
2021,lunes,En proceso de resolución de revisión,01/02/2021 18:35,01/06/2021 21:06,febrero,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (casa abandonada),Higiene y control urbano - Dir. de Catastro,120,-36.896.912,-60.319.294,10394,
2021,martes,En proceso de resolución de revisión,02/02/2021 11:09,19/03/2021 11:09,febrero,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con presencia de malezas,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.877.853,-60.341.988,10395,
2021,martes,Finalizado,02/02/2021 11:41,08/02/2021 08:36,febrero,Cloacas: daños a privados por obra pública,1,SI,EMANUEL LAPORTILLA,Cloacas: daños a privados por obra pública,Obras públicas - Dir. de Contralor de Servicios,6,-36.915.833,-6.031.702,10396,
2021,martes,Finalizado,02/02/2021 11:53,23/03/2021 08:36,febrero,Animales domésticos: muertos en la via pública embolsados,1,SI,EMANUEL LAPORTILLA,Animales domésticos: muertos en la via pública embolsados,Zoonosis - Dir. de Contralor de Servicios,49,-36.903.111,-60.296.131,10397,
2021,martes,Cancelado,02/02/2021 11:55,02/02/2021 12:27,febrero,Otra situación no contemplada,1,NO,MODERADORES,Otra situación no contemplada,Higiene y control urbano,0,-36.902.554,-60.296.673,10399,
2021,martes,Cancelado,02/02/2021 11:55,02/02/2021 12:26,febrero,Malezas o basura acumulada: en espacio público,1,NO,Axel PORCEL,Malezas o basura acumulada: en espacio público,Higiene y control urbano,0,-36.902.554,-60.296.673,10398,
2021,martes,Finalizado,02/02/2021 12:37,24/01/2022 12:02,febrero,Animales domésticos: crianza inadecuada,1,SI,ANDRES CASTRO,Animales domésticos: crianza inadecuada,Veterinaria - Dir. de Bromatologia,356,-36.931.026,-60.167.004,10400,
2021,martes,Finalizado,02/02/2021 13:01,05/08/2021 09:41,febrero,Higiene y limpieza comercial,1,SI,SOFIA MARTINEZ,Higiene y limpieza comercial,Habilitaciones - Dir. de Bromatologia,184,-36.892.586,-60.305.618,10401,
2021,miércoles,Finalizado,03/02/2021 11:18,08/03/2021 10:17,febrero,En estado o inclinación peligrosa: postes (Telefonica),1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: postes (Telefonica),Higiene y control urbano - Defensa Civil,33,-36.881.138,-603.097,10402,
2021,miércoles,En proceso de resolución de revisión,03/02/2021 12:02,05/03/2021 12:02,febrero,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: cordón cuneta dañado,Obras públicas - Dir. de Mantenimiento Urbano,30,-36.885.918,-60.324.104,10403,
2021,miércoles,Finalizado,03/02/2021 12:08,08/02/2021 08:36,febrero,Agua: rotura de caño,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,5,-36.897.873,-60.327.503,10404,
2021,miércoles,Finalizado,03/02/2021 12:13,10/02/2021 08:18,febrero,Agua: rotura de caño,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,7,-36.898.598,-60.313.271,10405,
2021,jueves,Cancelado,04/02/2021 03:53,04/02/2021 12:41,febrero,Otra situación no contemplada,1,SI,SOFIA MARTINEZ,Otra situación no contemplada,Zoonosis,0,-36.901.619,-60.332.359,10406,
2021,jueves,Cancelado,04/02/2021 03:56,04/02/2021 12:42,febrero,Animales no domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales no domésticos: sueltos en la via pública,Zoonosis,0,-36.901.619,-60.332.359,10407,
2021,jueves,Cancelado,04/02/2021 09:57,04/02/2021 12:51,febrero,Otra situación no contemplada,1,SI,SOFIA MARTINEZ,Otra situación no contemplada,Zoonosis,0,-36.902.554,-60.296.673,10408,
2021,jueves,Finalizado,04/02/2021 10:05,22/02/2021 08:45,febrero,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,18,-36.920.975,-60.318.909,10409,
2021,jueves,Cancelado,04/02/2021 10:47,04/02/2021 12:52,febrero,Otra situación no contemplada,1,SI,SOFIA MARTINEZ,Otra situación no contemplada,Zoonosis,0,-36.899.155,-60.285.927,10410,
2021,jueves,En proceso de resolución de revisión,04/02/2021 11:58,04/06/2021 11:58,febrero,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.930.012,-60.294.373,10411,
2021,jueves,En proceso de resolución de revisión,04/02/2021 12:16,04/06/2021 12:16,febrero,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.877.869,-6.018.042,10412,
2021,jueves,En proceso de resolución de revisión,04/02/2021 13:22,06/03/2021 13:22,febrero,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: cordón cuneta dañado,Obras públicas - Dir. de Mantenimiento Urbano,30,-36.905.891,-60.320.957,10413,
2021,viernes,Finalizado,05/02/2021 08:26,10/03/2021 10:14,febrero,Recolección de residuos domiliciarios: recolección deficiente,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: recolección deficiente,Higiene y control urbano - Dir. de Contralor de Servicio,33,-3.690.041,-60.332.088,10414,
2021,viernes,En proceso de resolución de revisión,05/02/2021 08:51,20/02/2021 08:51,febrero,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.895.386,-60.339.882,10415,
2021,viernes,Finalizado,05/02/2021 09:39,05/08/2021 09:42,febrero,Calidad de alimentos: venta de alimentos con fecha caducada,1,SI,SOFIA MARTINEZ,Calidad de alimentos: venta de alimentos con fecha caducada,Habilitaciones - Dir. de Bromatologia,181,-3.688.903,-60.334.805,10416,
2021,viernes,Finalizado,05/02/2021 11:39,25/02/2021 07:06,febrero,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,20,-36.928.837,-6.016.663,10417,
2021,viernes,Finalizado,05/02/2021 11:40,28/01/2022 10:46,febrero,Falta de habilitación,1,SI,MARÍA CELIA ALEM,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,357,-36.880.257,-60.329.403,10418,
2021,lunes,Finalizado,08/02/2021 09:17,17/02/2021 12:08,febrero,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,9,-36.889.656,-60.340.961,10419,
2021,lunes,Cancelado,08/02/2021 11:12,08/02/2021 20:35,febrero,Otra situación no contemplada,1,SI,MODERADORES,Otra situación no contemplada,Higiene y control urbano,0,-36.902.554,-60.296.673,10420,
2021,lunes,Finalizado,08/02/2021 11:23,17/02/2021 12:09,febrero,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,9,-36.893.761,-60.337.479,10421,
2021,lunes,Finalizado,08/02/2021 11:27,02/02/2022 11:50,febrero,Césped: con falta de mantenimiento o riego,1,SI,JULIO FERRARO,Césped: con falta de mantenimiento o riego,"Parques, plazas y espacios públicos - Dirección de Espacios Verdes",359,-36.920.197,-60.319.832,10422,
2021,lunes,En proceso de resolución de revisión,08/02/2021 11:43,10/03/2021 11:43,febrero,"Parques, plazas y espacios públicos",1,NO,FABIAN RUBARE,Mobiliario: luminaria sin funcionamiento,"Parques, plazas y espacios públicos - Dir. de Desarrollo Urbano",30,-36.920.197,-60.319.832,10423,
2021,lunes,Finalizado,08/02/2021 12:04,24/01/2022 12:02,febrero,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,350,-36.896.145,-60.327.538,10424,
2021,lunes,En proceso de resolución de revisión,08/02/2021 20:42,08/06/2021 20:42,febrero,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.903.011,-60.296.753,10425,
2021,martes,Finalizado,09/02/2021 12:01,08/03/2021 10:18,febrero,En estado o inclinación peligrosa: postes (Telefonica),1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: postes (Telefonica),Higiene y control urbano - Defensa Civil,27,-36.894.497,-60.319.916,10426,
2021,martes,Finalizado,09/02/2021 12:04,18/03/2021 11:40,febrero,Reductor de velocidad: dañado,1,SI,JULIO FERRARO,Reductor de velocidad: dañado,Vialidad - Dir. de Control Urbano,37,-36.881.687,-60.332.355,10427,
2021,martes,En proceso de resolución de revisión,09/02/2021 12:18,09/06/2021 12:18,febrero,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.893.623,-60.343.098,10428,
2021,martes,Finalizado,09/02/2021 13:31,12/02/2021 17:59,febrero,Estacionamiento: vehículos estacionados en lugar no permitido,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos estacionados en lugar no permitido,Tránsito,3,-36.881.138,-603.097,10429,
2021,miércoles,En proceso de resolución de revisión,10/02/2021 09:08,12/03/2021 09:08,febrero,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.878.338,-60.324.741,10430,
2021,miércoles,Finalizado,10/02/2021 10:53,11/02/2021 12:36,febrero,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,1,-36.912.621,-60.317.558,10431,
2021,miércoles,Finalizado,10/02/2021 11:06,06/08/2021 08:37,febrero,Higiene y limpieza comercial,1,SI,SOFIA MARTINEZ,Higiene y limpieza comercial,Habilitaciones - Dir. de Bromatologia,177,-36.882.084,-6.032.719,10432,
2021,miércoles,En proceso de resolución de revisión,10/02/2021 11:39,10/06/2021 11:39,febrero,Zoonosis,1,SI,ANDRES CASTRO,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,120,-3.689.415,-60.344.002,10433,
2021,jueves,Finalizado,11/02/2021 08:38,10/03/2021 10:15,febrero,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,27,-36.902.073,-60.331.459,10434,
2021,jueves,Finalizado,11/02/2021 09:50,26/02/2021 09:19,febrero,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,15,-36.874.344,-60.297.829,10435,
2021,jueves,En proceso de resolución de revisión,11/02/2021 09:55,11/06/2021 09:55,febrero,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.882.519,-60.301.735,10436,
2021,jueves,Finalizado,11/02/2021 11:42,05/08/2021 12:05,febrero,Animales domésticos: denunciar mordeduras,1,SI,SOFIA MARTINEZ,Animales domésticos: denunciar mordeduras,Veterinaria - Dir. de Bromatologia,175,-3.692.062,-603.204,10437,
2021,jueves,Finalizado,11/02/2021 12:33,26/02/2021 09:23,febrero,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,15,-36.898.453,-60.323.261,10438,
2021,jueves,En proceso de resolución de revisión,11/02/2021 13:15,11/06/2021 14:00,febrero,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.901.237,-60.296.619,10439,
2021,jueves,Finalizado,11/02/2021 13:47,09/04/2021 08:40,febrero,Otra situación no contemplada,1,NO,GUSTAVO SPALTRO,Otra situación no contemplada,Vialidad - Dir. de Control Urbano,57,-36.902.351,-60.341.484,10440,
2021,jueves,Cancelado,11/02/2021 16:11,12/02/2021 10:39,febrero,Zoonosis,1,NO,MODERADORES,Otra situación no contemplada,Control ambiental,1,-36.903.687,-60.296.894,10441,
2021,jueves,Finalizado,11/02/2021 23:48,04/05/2021 08:09,febrero,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,81,-36.926.651,-60.320.747,10442,
2021,viernes,Finalizado,12/02/2021 12:29,05/07/2021 08:26,febrero,Agua: rotura de caño,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,143,-36.887.135,-6.030.891,10443,
2021,viernes,Finalizado,12/02/2021 20:11,08/04/2021 08:30,febrero,En estado o inclinación peligrosa: carteles y marquesinas,1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: carteles y marquesinas,Higiene y control urbano - Defensa Civil,55,-36.893.692,-60.323.982,10444,
2021,miércoles,Finalizado,17/02/2021 11:18,05/07/2021 08:12,febrero,Agua: rotura de caño,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,138,-36.915.985,-60.317.303,10445,
2021,miércoles,Finalizado,17/02/2021 12:28,13/04/2021 09:13,febrero,Reductor de velocidad: solicitar nuevo,1,SI,JULIO FERRARO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,55,-36.919.811,-60.310.368,10446,
2021,miercoles,En proceso de resolución de revisión,17/02/2021 13:59,17/06/2021 20:55,febrero,Higiene y control urbano,1,NO,IVAN ROBBIANI,Basural a cielo abierto,Higiene y control urbano - Dir. de Mantenimiento Urbano,120,-36.860.458,-60.304.741,10447,
2021,jueves,En proceso de resolución de revisión,18/02/2021 10:20,20/03/2021 10:20,febrero,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.920.261,-60.315.918,10448,
2021,jueves,Cancelado,18/02/2021 10:30,18/02/2021 13:53,febrero,"Parques, plazas y espacios públicos",1,NO,MODERADORES,Otra situación no contemplada,Higiene y control urbano,0,-36.881.401,-60.331.734,10449,
2021,jueves,Finalizado,18/02/2021 11:11,25/02/2021 13:23,febrero,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,7,-36.900.684,-60.298.916,10450,
2021,jueves,En proceso de resolución de revisión,18/02/2021 11:33,10/03/2021 11:33,febrero,Obras públicas,1,NO,IVAN ROBBIANI,"Calles urbanas: calzada asfáltica rota, hundida o levantada",Obras públicas - Dir. de Mantenimiento Urbano,20,-36.907.276,-6.032.584,10451,
2021,jueves,En proceso de resolución de revisión,18/02/2021 11:39,18/06/2021 11:39,febrero,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.893.475,-60.287.376,10452,
2021,jueves,Finalizado,18/02/2021 16:43,05/01/2022 09:06,febrero,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,321,-36.915.588,-60.306.973,10453,
2021,viernes,Cancelado,19/02/2021 10:43,19/02/2021 11:31,febrero,Higiene y control urbano,1,NO,JULIO FERRARO,Mobiliario: luminaria sin funcionamiento,"Parques, plazas y espacios públicos",0,-36.915.722,-60.318.207,10454,
2021,viernes,En proceso de resolución de revisión,19/02/2021 11:29,19/06/2021 11:29,febrero,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.883.354,-60.302.597,10455,
2021,viernes,En proceso de resolución de revisión,19/02/2021 11:33,06/03/2021 11:33,febrero,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.915.722,-60.318.207,10456,
2021,sábado,Finalizado,20/02/2021 21:14,24/01/2022 12:02,febrero,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,338,-36.915.417,-60.322.689,10457,
2021,lunes,Finalizado,22/02/2021 09:01,10/03/2021 10:34,febrero,Recolección de residuos domiliciarios: recolección deficiente,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: recolección deficiente,Higiene y control urbano - Dir. de Contralor de Servicio,16,-36.885.124,-60.323.483,10458,
2021,lunes,Finalizado,22/02/2021 10:53,12/07/2021 11:04,febrero,Efluentes industriales: arrojo a cuerpos receptores de agua,1,NO,EMILIA DíAZ,Efluentes industriales: arrojo a cuerpos receptores de agua,Control ambiental - Dir. de Desarrollo Sustentable,140,-36.885.956,-60.275.879,10459,
2021,lunes,En proceso de resolución de revisión,22/02/2021 11:08,14/03/2021 11:08,febrero,Obras públicas,1,NO,IVAN ROBBIANI,"Calles urbanas: calzada asfáltica rota, hundida o levantada",Obras públicas - Dir. de Mantenimiento Urbano,20,-36.896.534,-60.315.655,10460,
2021,lunes,Finalizado,22/02/2021 12:18,08/04/2021 08:28,febrero,En estado o inclinación peligrosa: árboles,1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: árboles,Higiene y control urbano - Defensa Civil,45,-36.880.688,-60.320.335,10461,
2021,lunes,Finalizado,22/02/2021 12:27,08/04/2021 08:23,febrero,En estado o inclinación peligrosa: árboles,1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: árboles,Higiene y control urbano - Defensa Civil,45,-36.885.677,-60.312.279,10462,
